"Sample","PrincipalComponent.1","PrincipalComponent.2","PrincipalComponent.3","PrincipalComponent.4"
"SA595524",0.052234177208946,0.0881532335310276,-0.0577567448402309,-0.0228833325573756
"SA595525",-0.0267382485620975,0.0442997813199187,0.0177745432203943,0.00171547983141875
"SA595526",0.0987334897527146,0.068914517252628,-0.0776547737018089,0.0289282203369651
"SA595527",-0.0325271540768282,0.0128193644181867,-0.00486501154459759,0.0504273661617599
"SA595521",0.0367114895530237,0.0571949127964467,-0.0120653331416777,0.0434440780363678
"SA595522",0.0571752953880916,-0.0804567623127131,-0.00401629914081611,0.0552774142772196
"SA595523",-0.040536945303692,0.0420723493061426,-0.0280631114420874,0.0791310166570271
"SA595519",-0.0284698499106974,-0.0562246383510553,-0.0344537541264623,0.0288641722213876
"SA595520",-0.0377247945657382,-0.0525164960718427,-0.0179920495756282,0.0611800269538341
"SA560725",0.0746359689181331,-0.102722315717129,0.0597408970231536,0.037758687796778
"SA560724",-0.0659444141676298,0.0229731686771405,-0.0376469123642497,0.0162226649926446
"SA560632",0.120088949928227,-0.00230799011902675,0.0528668330335908,0.0845094351025491
"SA560631",0.118928581614947,-0.00507087312202524,0.0322586243227257,0.113083089976554
"SA560620",0.0716123466446847,-0.0810854727568982,0.0391658196341396,0.0158783161325775
"SA560619",-0.00405423678213446,-0.0731871491611773,0.0319248325297641,0.0161442423903895
"SA560721",0.14437725801501,0.0193406459091474,0.0324073114986459,0.175868781069728
"SA560720",-0.0602822417194069,0.00186561541487398,-0.0272906013641972,-0.017110845209856
"SA560715",0.0514923254414957,-0.134861553422744,0.0582541504483462,-0.0163263812078215
"SA560714",-0.0685580256867464,0.0100990319849309,-0.0273622671386154,-0.00213951930145648
"SA570928",0.0859682286020244,-0.0677341971835299,-0.0207558432369885,0.0235338713373249
"SA570929",0.0212350135047174,-0.0012399935692386,0.0863981473361781,0.0373683943951202
"SA560651",0.0838211607211431,-0.0967960959834962,0.0638876294397184,0.0316581386371653
"SA560650",-0.067197924719746,-0.028558383325895,-0.00821853588254623,0.0590032931296926
"SA595462",0.0557288460268766,-0.0393690319523198,0.0679691255050317,-0.0330392549523085
"SA595463",0.0557288460268766,-0.0393690319523198,0.0679691255050317,-0.0330392549523085
"SA560657",0.00041751674441279,0.0398166249812813,0.117926366366147,-0.0394573485248042
"SA560656",-0.0240018880397243,0.0565871652091065,0.0822653947218046,-0.0392682342197244
"SA570931",0.0245497743554696,-0.00515676899175343,-0.0118298636436695,-0.0491812890933829
"SA595454",0.0686896562730668,-0.0134553905252888,-0.0463782124424488,-0.00141347476625473
"SA595456",-0.0246857823976602,-0.0246531522199228,0.0419774610310971,0.050391494317586
"SA595428",0.0389972811342413,-0.0271688010445914,-0.0259674237171856,-0.0303330900638724
"SA595430",-0.0078363365598887,0.0926678830301638,0.00318159005881631,0.0452539883961094
"SA595437",0.0543588567542677,-0.0171830314893597,-0.0450525797061251,-0.0345394070626338
"SA595439",-0.0638927774523672,-0.0238891768822484,-0.00488382936947665,0.025375671732325
"SA595425",-0.00953811947428995,-0.0125571172901518,-0.0279631200455258,0.0618786614614934
"SA595426",-0.0478750349363325,-0.0538547506122151,0.00182868634082862,0.0630576857501797
"SA560679",0.0244505155603117,-0.0761175278857057,0.021476877289678,-0.0322294075540254
"SA560678",-0.0552133714676157,-0.0371653615825963,0.00224748664234882,0.0291921912783758
"SA595405",0.0257802310483087,-0.0279345280000679,-0.0268680567389482,-0.0261704507366215
"SA595408",-0.0714292718513905,-0.0277097666946948,-0.0360110906041395,0.038416257701518
"SA560681",0.0853495390288326,-0.0548084920383576,-0.00524722055696348,-0.0194436782387142
"SA560680",-0.0210714077786205,0.0934311903938262,-0.00381694423424395,0.0591548247458743
"SA560972",0.00552060003699824,-0.0357321700887141,-0.027854703265278,-0.0509098535936795
"SA561028",-0.066920154499969,0.00410691197442311,0.0356545425374531,-0.0362434732011765
"SA595384",0.00956298020196848,0.0406380728923065,-0.0151334430646758,0.00753490820472088
"SA560661",0.0511521317092741,-0.0842428136884109,0.0700401653221385,-0.000226903189181701
"SA560660",-0.0535139988417695,0.0204538085782375,0.0202320412313673,-0.0258498995677107
"SA560663",-0.00278040453416316,-0.060264323958303,-0.0633017861192403,-0.0416037842033323
"SA560662",-0.0720942482334206,0.00419990614138292,-0.0246091353363311,-0.000980041019774983
"SA560683",0.0635344111806952,-0.0678624117532324,0.0942285470567195,0.0147459119226997
"SA560682",-0.0243194390610179,0.00873970083587439,0.0420940167885252,0.00180581715500321
"SA560727",0.0147157905974653,-0.037930332150097,0.0341393298988589,-0.0406645558729505
"SA560726",-0.0494818255302943,0.0070718692412607,0.037170130836202,-0.0146594801026848
"SA560624",0.0799306717404541,-0.116046987808834,-0.000673250840499036,0.0103934608341072
"SA560623",-0.0226318377127985,-0.000828769203272858,0.0434703184458871,0.0354663050101885
"SA595353",0.0614263016754779,0.0573277935992782,0.0918684188691565,-0.0539466371781071
"SA560687",0.0142917462285992,-0.0649282706424945,-0.0603341800216275,-0.0472434618656576
"SA560686",-0.0755974098625445,-0.0146682183851029,-0.0289082122570407,0.0228601479263552
"SA595282",-0.00386007137186264,-0.0335068126961039,-0.0390544871419515,-0.0207591152270753
"SA595284",-0.0729574347793522,0.00497784887234039,-0.027919034998406,-0.0203662361190545
"SA560626",0.00381581064734781,-0.0513605965636584,-0.079063681734216,-0.0431089608272395
"SA560625",-0.0795012457721124,-0.00727685714525127,-0.0420714816076841,-0.011836882363559
"SA560691",0.0104001076153785,-0.0779673069883904,0.00443067119637978,-0.000995709413599586
"SA560690",-0.0560155323824307,-0.0537144014372231,0.00609709531529786,0.0063345349824297
"SA560707",-0.0198718055118712,-0.0548036586737806,0.0100977842852453,0.000130196786552965
"SA560668",0.012596314713876,0.0188574153254668,-0.011688698177774,0.0162602364917861
"SA560733",0.0109561724087182,-0.0788571218630063,-0.0104229333659762,-0.0390603784297391
"SA560732",-0.0590526189183264,-0.00357068348113487,-0.015636371735126,-0.0285268916774395
"SA560640",-0.0239070397194683,-0.0248558999679742,-0.0810575617687632,-0.0560724619156976
"SA560639",-0.0613124311921502,-0.015494621798332,-0.0104822440316191,-0.0140091269180505
"SA560709",0.0365756967398232,-0.00940901675619419,-0.0760803192574632,0.0240891008695605
"SA560708",-0.0332218280816086,0.00765774521221275,0.0036084248663517,0.0113941721734467
"SA560670",-0.00528228954248784,-0.0531150667482531,-0.0231866081256425,0.0112518132411473
"SA560669",-0.0449500082066318,-0.026673717773683,0.0119607578455269,0.0296726649082026
"SA560719",0.0743981368415243,0.0152991193637384,0.00797048493267688,-0.0564855135038344
"SA560718",-0.0556159868519205,0.0285983188263347,0.0247667306527513,-0.0131364812760471
"SA560622",0.0219387576671339,-0.0476915540444841,-0.0384759596015791,-0.0473068126985931
"SA560621",-0.0784721592326282,-0.018289557291867,-0.0275528180372785,0.0120179696975127
"SA560699",0.0111599011332925,-0.0642697686050977,-0.0339762339495494,-0.0275003780623357
"SA560698",-0.0734811617553413,-0.0093302443023926,-0.0252643263040446,0.0134326399231852
"SA595224",-0.0352277962373108,0.0149878579240437,0.0656834394231278,-0.0611146827267584
"SA595226",-0.0674690152024015,-0.00541639933671406,-0.0170644756424022,0.020722834025004
"SA595204",0.117772610313043,-0.0639146347408316,-0.00425820353343827,0.0979119019522065
"SA595207",-0.0335508631991134,0.0143138735596984,0.0155676201901666,0.0280470850107531
"SA560701",0.101640437808,-0.0596376370197874,0.0742198024585896,0.0456593238203831
"SA560700",-0.0338399348345814,0.00641241479811697,0.0120740717163321,0.0415901596558111
"SA560723",0.11459464389109,-0.041034565420299,0.00302203160998273,0.0732937140306712
"SA560722",-0.0445555031613385,-0.0265030817639008,-0.00965886337147849,0.0691241205050308
"SA594821",-0.00633448845242261,-0.0481406396356258,0.000656695658905617,-0.0607217186937571
"SA595195",0.121543801156715,0.0148542822466475,0.0320684771660503,-0.0465518718669771
"SA595199",-0.0497166898887992,0.0199086166179067,0.0123399062821101,0.00316716129079122
"SA560671",-0.00570787363685775,-0.0582818679413433,-0.0370686597290388,-0.022818526481337
"SA560960",-0.0815121901837872,-0.0263127064321466,-0.028425934010167,0.0205016753448702
"SA560693",0.0538188998392547,-0.0833132542513308,-0.0220135259112025,-0.0305297341015475
"SA594792",-0.00135905112391302,-0.00623954286886147,0.00833400928714795,0.0143324587561739
"SA560628",0.0185325345313368,0.0168247601055144,-0.0843898744103897,-0.0166971969353016
"SA560627",-0.0651157782662851,-0.0127215524430186,-0.0264589478946828,0.0508922416638414
"SA560704",0.0294877792914269,-0.0397965096510328,-0.0282593418230616,0.0252325370473893
"SA560703",-0.0434440224914142,0.00502270746078533,-0.0165362902254683,0.0167906182065676
"SA560730",-0.014316467529998,0.0588170777614799,0.0291303001754364,-0.0240880474794388
"SA560729",-0.0188701290480488,0.0475906037862458,0.0098646793792308,0.0553238018474427
"SA560630",0.0475268073611972,-0.00321429260397849,-0.0670441479879668,-0.00394663167985474
"SA560629",-0.0364351577145986,0.0135175217886046,0.029441368983305,-0.0125646493481502
"SA560667",0.0190877607660408,0.0100308329585185,-0.105275833983043,-0.0674638046760348
"SA560666",-0.0517993772458635,-0.0140048572571338,0.00171893550649578,0.00095150098930339
"SA560689",0.0126793774627954,0.0206067895250859,-0.0869184136716011,-0.0288109834312299
"SA560688",-0.0392643187206137,-0.0412864224116194,0.0404250725170541,0.025004553152821
"SA561015",0.00437956857537121,-0.0513906533061968,-0.0131697110243556,-0.0351611722732795
"SA560731",-0.0531206111354577,-0.0285495067147854,0.0220135392912382,-0.00568745176726043
"SA594514",0.05164132552899,-0.0784302502278628,0.00645733000889801,0.0103550352536591
"SA594524",-0.052606084794588,0.0118870129990183,-0.0145776868047438,-0.00547304400123687
"SA594531",0.0143338805390658,-0.0689442294318662,0.0110443317043096,-0.00375607225061166
"SA594507",0.016204813197351,-0.0108386109705036,0.00587863348857727,0.00800339970334852
"SA594512",-0.0413800936810465,-0.0109773638686452,0.0298408362721693,0.0276134213822496
"SA595480",0.0796443736599657,0.0279861918465918,0.0169636632857944,0.0200232797140487
"SA594500",0.064534816418676,0.0831670480446104,0.0274007415286171,-0.0224110219629864
"SA594502",0.0287343399404925,0.0238065468603653,0.015829285640973,0.12579885476094
"SA560647",0.0205834266226797,0.0294811847344545,-0.0186793100822107,0.0236316886926033
"SA560646",-0.0322859178160746,-0.000135608945018186,0.00971910554272597,0.0348238814969207
"SA560685",0.0931864893450389,-0.0106485961196395,-0.0221622936282675,0.037982668401318
"SA560684",0.00508930102342514,0.0585013743962981,0.0967771586289794,0.0205555990964596
"SA560741",0.0203474104621222,-0.0311670989485285,0.0592172500167953,0.00514518753321104
"SA560740",-0.0283158620811068,0.00314640140758995,0.014201964341896,0.0434223484140781
"SA595474",0.00650693108908589,-0.0325601141671104,-0.0797472515852505,-0.119424702027097
"SA560697",0.00187328489124887,-0.0623736785584357,-0.0315085134011202,-0.0377156530834988
"SA560696",-0.0534307272202355,-0.0224739466590877,0.0382564100337241,-0.0245745579200144
"SA594432",-0.00308634694697608,0.0297821867556417,-0.0513105383297952,0.00410208471496864
"SA594436",-0.0188448536043648,0.0980327258886532,-0.0180475684792396,0.0741806157008335
"SA595460",0.0419673743488238,-0.0812445164412943,0.0153221802781776,0.0233359287592391
"SA595461",-0.0572209401252029,0.00360036578934675,-0.00624352158423176,-0.0101677396629655
"SA595543",0.101630169614973,-0.030217700274471,0.0068335421160686,0.0187875690476928
"SA595544",0.0234827978299387,0.169444896764046,0.0546259197012619,0.0194086948402943
"SA561027",-0.00205118381634542,0.00885118765496122,-0.0661445773519686,-0.0897619251599121
"SA560645",-0.0428167890942504,-0.00788254571584279,0.00726278463435772,-0.00521394598436981
"SA594414",0.0175534477885342,-0.051746708317241,-0.00655548483351488,0.0645246012835126
"SA594418",-0.0482650761812131,0.0375999454980704,0.0199416360268088,-0.0347545486146331
"SA560739",0.0612595541665661,-0.00271726277696318,-0.0419708526024027,-0.0314014730543853
"SA560738",-0.0561865272242625,-0.0204287648211838,-0.00592629595435651,0.042778478943185
"SA594397",-0.0299593592746645,0.0110023462585993,-0.0843864596425766,-0.0226787409194222
"SA594398",-0.0434622284445811,-0.00545442582632465,0.0439376502011412,-0.00299280825811248
"SA560653",0.0232905180232313,0.0671560626524335,0.0467731482668949,-0.0881583697170438
"SA560652",-0.0208097888808792,0.0614803282702175,0.108592160042632,-0.0800405098925011
"SA594383",0.0635973088839253,-0.080665643316322,-0.0545154364285613,-0.00982851083770077
"SA594386",-0.0424844013274752,-0.0473329586948271,0.0217165796088915,0.0658944688558143
"SA594368",0.0175249504607039,-0.0472330998570113,-0.0269753442696695,-0.0583217935864433
"SA594375",-0.0615249674932299,-0.000584016578278597,0.008533031452823,-0.013648589140794
"SA560636",-0.000450286427069981,-0.00554617926892891,-0.060270567745986,-0.0538322865495536
"SA560635",-0.0538297873078257,0.00620301132487906,0.0330234943210377,-0.0222552953343585
"SA560713",0.0228190557790987,-0.031908793725199,-0.141734798662619,0.0713397348914076
"SA560712",-0.0431289021471119,-0.0176171717740887,-0.0714962338257142,0.110138233652632
"SA594340",0.0317343912633393,0.00514887829294591,-0.0329028164593466,0.00237985217438477
"SA594347",-0.0398147019150996,-0.0131146119729732,0.00943922181687381,0.0270160764690846
"SA594358",0.00181167740648985,-0.0250192646654462,-0.0972332740510222,-0.0502172992883324
"SA594361",-0.0464156446623506,-0.0304752777127134,0.00538469514269513,0.0256069017489671
"SA560675",-0.0449535232353798,-0.0211842066137409,-0.0422634580995009,-0.0401551372458909
"SA560674",-0.0592273270703372,0.0204037750532408,-0.0210627324994355,0.0186961281692432
"SA560638",-0.00100472662205386,-0.0358163588619242,-0.0607180273247979,-0.0462732072037522
"SA560637",-0.0602142478988172,-0.0186944027079349,-0.0165280104722338,-0.00703494485541636
"SA594297",-0.00768944414677972,0.0704795936540981,0.0590583067735672,-0.0854878806185497
"SA594305",-0.00650110677637637,0.0582525877549959,0.1010842969811,-0.0456342911608754
"SA594313",0.0323934977458562,0.0778373511619021,0.0416577604396522,0.0724167642279483
"SA594317",-0.05102205818244,0.018233939075906,-0.00107703635324549,-0.00193295740503678
"SA560677",0.034933741507957,-0.016291204209089,0.0262446094014264,0.0197229614525465
"SA560676",-0.0324580311977734,0.0461198740498197,0.073825259153447,-0.0581054476126855
"SA594269",0.0194557428567983,0.0331516758828356,0.0902803252771036,-0.116124143552173
"SA560735",-0.000122921147997616,0.0716423476809283,0.0785777581444665,-0.0646000247514078
"SA560734",-0.0141983354265064,0.0177788657795782,0.118661695804254,-0.0436706560557355
"SA594777",0.0316937301486515,0.0208937053474375,-0.0626501076454199,-0.0190838460572685
"SA594782",-0.0590527959722997,-0.00760542375737973,-0.0102496970730773,0.026003054107648
"SA560711",-0.0532073172565935,0.0191233336919139,0.000661244782589563,0.0164848526045653
"SA560710",-0.0350178930532767,0.0283977663335069,0.0150593829861049,0.00236930280145905
"SA560737",-0.0177848941373813,-0.0552847662963049,-0.0481199719754403,-0.0464534287510505
"SA560736",-0.0775006574092548,-0.0394238744387646,-0.0377253321108236,0.068713855344944
"SA594647",0.0299005814726937,-0.0498843266228678,-0.0497402333946967,-0.0558038148357296
"SA594649",-0.0566251617061041,0.0422007343381854,-0.0090438378703916,-0.0209389133186366
"SA560665",0.0622231419696175,-0.111512388026024,0.00619765954571963,-0.0862561971538724
"SA560664",-0.0607297303572,-3.84460231389631e-05,-0.0233800224312237,0.00161466664767981
"SA594627",0.0346605833142925,-0.00207707369366083,-0.0657615460813561,0.00369580515323013
"SA594631",0.0433700686671389,-0.126546550009403,0.0682650700380679,0.0621568264763684
"SA560728",0.0777954433488096,-0.0575489301681253,0.0320537515940292,-0.0324235207118173
"SA594677",0.00681709241810227,-0.0248183630567164,-0.0258970229517964,-0.0328942244856537
"SA594686",-0.0245863262623747,-0.0544018604404004,-0.00628566277696554,0.0360068211392786
"SA594692",0.0541139407696224,-0.0274357676222327,-0.0756380845894679,-0.0657899616926513
"SA594705",-0.0255401156158145,0.0184360264425651,0.0153158018186125,0.0279303562827479
"SA560634",-0.024141443204216,-0.0392243650615964,-0.0306373673280816,0.0136009024125955
"SA560633",-0.0658777114444875,-0.0248694083864274,-0.03281868275993,0.0218395814619253
"SA594599",0.020800541008591,0.0201395741958462,-0.0275918893919855,-0.0349173208947482
"SA594604",-0.0305849527064468,0.0327786593241396,0.00820447777695101,0.0222335498731644
"SA560706",0.0331401737427356,0.00488735071913439,-0.0575483606814431,-0.0222872250037334
"SA560705",-0.0401682973390986,-0.0304881674165754,0.0514597094348055,0.0162233689240752
"SA595595",0.0374509870129356,0.0224356232855513,0.0645783797278564,-0.122921378336366
"SA595596",-0.0301088468002928,0.0273068399654618,0.115723740193038,-0.0851545024314803
"SA594586",0.000324912985758713,0.0130387745869575,-0.0961375739918876,-0.0486230883625809
"SA594593",-0.0265266164307601,0.0397795001368461,0.0120172897949844,0.0312079073521594
"SA594611",-0.0215083221972272,-0.00940881797952561,0.0345241165176306,0.019947269670887
"SA594612",-0.00624253041544798,0.0231800758796119,-0.0213390425831026,-0.0312927847397349
"SA594458",-0.0255181991926958,0.0379237586944346,0.010539694425195,-0.0379331584679058
"SA594460",-0.0246540941248871,0.062270110399608,-0.000757123299128263,0.0377424249779287
"SA560655",0.104049705211705,-0.0551791220532939,0.0610281391067017,0.0341642668473969
"SA560654",-0.053624513369049,0.0180996474050953,0.00847691367737292,0.0183128326221951
"SA560649",0.127873650070139,-0.0558146728888664,0.0452701282132626,0.113343639141531
"SA560648",-0.0484809759219995,0.0144517102914966,-0.0223639233660876,0.0246831322220342
"SA561024",0.097230044432746,-0.0551831509563084,0.0888167417035997,0.0201397507074738
"SA560717",0.0859561652589783,-0.0733578452202058,0.0108083298692433,0.0425340441537724
"SA560716",-0.0647141071374319,-0.0273413847994473,-0.0140956494483476,0.0423807731978976
"SA595555",0.00631547711340207,0.00816727972848683,-0.0124537634797381,0.0274630046986885
"SA595556",-0.00141689566647382,0.0742987149942892,0.0107572401830841,0.0916827839790288
"SA595517",-0.0168259474976841,-0.0345389215640204,-0.0140162384709116,0.0180273005299578
"SA595518",-0.0375503385552668,-0.0315630594578588,0.0158923364225467,0.0582844756509396
"SA595516",-0.0285146854472082,0.0271910344357101,-0.0251573551360626,0.0117115769993449
"SA595514",0.0340071955469028,0.0842415183723581,-0.0293740317362458,0.0679649493724075
"SA595515",-0.0574530732825711,0.00345689497206139,-0.0194478365526285,0.0355917365266167
"SA595512",0.028254915741002,-0.0238381640928164,-0.069258551133741,-0.0829391282471212
"SA595513",-0.0301253690188624,-0.0231249438337494,0.0300852463963487,0.0265349117440099
"SA595510",0.04183899872769,0.0299386147802225,-0.0952194524981848,-0.0354942348361218
"SA595511",-0.0657415001200551,0.0226151545801662,-0.031183129516644,-0.000791568570738381
"SA595508",0.138979273613734,0.0417841216060594,0.0373658100908772,0.149119855670994
"SA595509",0.00956234153775937,-0.0443048286656598,0.052529257690299,0.031137706856085
"SA595506",-0.00320284290839345,-0.0159631371958754,-0.072446976749995,-0.105774745216323
"SA595507",-0.0728284430668176,-0.0309795517210718,-0.02287285447098,0.0399748591029768
"SA595501",0.0656903200578158,0.0758580969918451,-0.105546259315116,0.058182965527218
"SA595502",-0.0358009675252007,0.063407597691369,-0.00740899553630121,0.0354022978871002
"SA595504",0.00659661900603144,-0.0328758738749977,-0.00459541347103077,-0.00867532528248013
"SA595505",-0.014936523065685,-0.000618293807309523,0.0234019913410014,0.0213567450720649
"SA595503",-0.0239276976131132,0.00520766566298743,-0.0220406494889073,0.00340571578159651
"SA595499",0.076472916367686,0.0308538547943692,0.0136796548641184,-0.00818427082677162
"SA595500",-0.0471158905580173,0.0241972956378205,0.031809278488107,-0.00660962486999844
"SA595495",-0.00222506761696396,-0.0561109791848384,0.00165087552418091,-0.0130663619491422
"SA595496",-0.0501452962114695,-0.026509542171633,0.00674228567205851,0.0185744459052056
"SA595497",0.0445687947305526,-0.0156629742464403,0.0198247270028731,-0.0214722169699624
"SA595498",-0.00124622120912638,0.0366831606374169,0.0515054786085806,0.0359544046257624
"SA595491",0.0493076353273771,-0.0344910872416566,0.0036222409989263,-0.0207018723334374
"SA595492",-0.0396082523934414,-0.00281644136994088,0.00416828477225646,0.0529191409144265
"SA595493",0.0358098916388171,-0.0688679016817183,0.0327823842127676,-0.0606256070526954
"SA595494",-0.0619457932047532,-0.00151329563238756,-0.0229812976428402,0.0385380488401931
"SA595487",-0.00581511382747124,0.00557005949909827,-0.0609881285400763,-0.0552779261410494
"SA595488",-0.0360988486803592,0.0106205460037855,0.0239653593058192,0.000266833977996451
"SA595489",0.0233332829606679,-0.0869493309059758,0.0214304776107413,0.0046166055074377
"SA595490",-0.0643616217352432,-0.0266951804808703,-0.00438231753207448,0.0236488452849997
"SA595483",0.0537328436903788,0.034139035315994,-0.0897345427399964,0.0263125454824922
"SA595484",-0.0347851619638554,0.0670372686120591,0.00444861272282251,0.075262152765933
"SA595485",0.0286191193341389,0.0118634193793834,-0.0138630597417494,0.0245146238613103
"SA595486",-0.062614598350355,-0.00764387418273491,-0.0151237205905146,0.0019767234295489
"SA595481",-0.0133900619907282,0.00782339149261164,-0.0678274245952597,-0.0691232587127471
"SA595482",-0.00267193665408084,-0.0461853257185522,0.0300739152813903,0.0497689729621602
"SA595477",0.0287329131789189,-0.11007704027406,0.0312041488750059,0.00650393774503524
"SA595478",-0.0335014433779852,-0.0269337476330785,0.0529134718722125,-0.0131625090587808
"SA595470",0.00727022084880923,0.0041836920294558,-0.00956200706344852,-0.00662883355422923
"SA595471",-0.0280317030740373,-0.0230986906836204,0.0394398831027062,0.00460502047879612
"SA595468",0.0577005601216857,0.0582922835581635,-0.0233988406097668,-0.0117607742730442
